编号,名称,上级
340825,太湖县,3408
340826,宿松县,3408
340827,望江县,3408
340828,岳西县,3408
340881,桐城市,3408
340882,潜山市,3408
3410,黄山市,34
341002,屯溪区,3410
341003,黄山区,3410
341004,徽州区,3410
341021,歙县,3410
341022,休宁县,3410
341023,黟县,3410
341024,祁门县,3410
3411,滁州市,34
341102,琅琊区,3411
341103,南谯区,3411
341122,来安县,3411
341124,全椒县,3411
341125,定远县,3411
341126,凤阳县,3411
341181,天长市,3411
341182,明光市,3411
3412,阜阳市,34
341202,颍州区,3412
341203,颍东区,3412
341204,颍泉区,3412
341221,临泉县,3412
341222,太和县,3412
341225,阜南县,3412
341226,颍上县,3412
341282,界首市,3412
3413,宿州市,34
341302,埇桥区,3413
341321,砀山县,3413
341322,萧县,3413
341323,灵璧县,3413
341324,泗县,3413
3415,六安市,34
341502,金安区,3415
341503,裕安区,3415
341504,叶集区,3415
341522,霍邱县,3415
341523,舒城县,3415
341524,金寨县,3415
341525,霍山县,3415
3416,亳州市,34
341602,谯城区,3416
341621,涡阳县,3416
341622,蒙城县,3416
341623,利辛县,3416
3417,池州市,34
341702,贵池区,3417
341721,东至县,3417
341722,石台县,3417
341723,青阳县,3417
3418,宣城市,34
341802,宣州区,3418
341821,郎溪县,3418
341822,广德县,3418
341823,泾县,3418
341824,绩溪县,3418
341825,旌德县,3418
341881,宁国市,3418
35,福建省, 
3501,福州市,35
350102,鼓楼区,3501
350103,台江区,3501
350104,仓山区,3501
350105,马尾区,3501
350111,晋安区,3501
350112,长乐区,3501
350121,闽侯县,3501
350122,连江县,3501
350123,罗源县,3501
350124,闽清县,3501
350125,永泰县,3501
350128,平潭县,3501
350181,福清市,3501
3502,厦门市,35
350203,思明区,3502
350205,海沧区,3502
350206,湖里区,3502
350211,集美区,3502
350212,同安区,3502
350213,翔安区,3502
3503,莆田市,35
350302,城厢区,3503
350303,涵江区,3503
350304,荔城区,3503
350305,秀屿区,3503
350322,仙游县,3503
3504,三明市,35
350402,梅列区,3504
350403,三元区,3504
350421,明溪县,3504
350423,清流县,3504
350424,宁化县,3504
350425,大田县,3504
350426,尤溪县,3504
350427,沙县,3504
350428,将乐县,3504
350429,泰宁县,3504
350430,建宁县,3504
350481,永安市,3504
3505,泉州市,35
350502,鲤城区,3505
350503,丰泽区,3505
350504,洛江区,3505
350505,泉港区,3505
350521,惠安县,3505
350524,安溪县,3505
350525,永春县,3505
350526,德化县,3505
350527,金门县,3505
350581,石狮市,3505
350582,晋江市,3505
350583,南安市,3505
3506,漳州市,35
350602,芗城区,3506
350603,龙文区,3506
350622,云霄县,3506
350623,漳浦县,3506
350624,诏安县,3506
350625,长泰县,3506
350626,东山县,3506
350627,南靖县,3506
350628,平和县,3506
350629,华安县,3506
350681,龙海市,3506
3507,南平市,35
350702,延平区,3507
350703,建阳区,3507
350721,顺昌县,3507
350722,浦城县,3507
350723,光泽县,3507
350724,松溪县,3507
350725,政和县,3507
350781,邵武市,3507
350782,武夷山市,3507
350783,建瓯市,3507
3508,龙岩市,35
350802,新罗区,3508
350803,永定区,3508
350821,长汀县,3508
350823,上杭县,3508
350824,武平县,3508
350825,连城县,3508
350881,漳平市,3508
3509,宁德市,35
350902,蕉城区,3509
350921,霞浦县,3509
350922,古田县,3509
350923,屏南县,3509
350924,寿宁县,3509
350925,周宁县,3509
350926,柘荣县,3509
350981,福安市,3509
350982,福鼎市,3509
36,江西省, 
3601,南昌市,36
360102,东湖区,3601
360103,西湖区,3601
360104,青云谱区,3601
360105,湾里区,3601
360111,青山湖区,3601
360112,新建区,3601
360121,南昌县,3601
360123,安义县,3601
360124,进贤县,3601
3602,景德镇市,36
360202,昌江区,3602
360203,珠山区,3602
360222,浮梁县,3602
360281,乐平市,3602
3603,萍乡市,36
360302,安源区,3603
360313,湘东区,3603
360321,莲花县,3603
360322,上栗县,3603
360323,芦溪县,3603
3604,九江市,36
360402,濂溪区,3604
360403,浔阳区,3604
360404,柴桑区,3604
360423,武宁县,3604
360424,修水县,3604
360425,永修县,3604
360426,德安县,3604
360428,都昌县,3604
360429,湖口县,3604
360430,彭泽县,3604
360481,瑞昌市,3604
360482,共青城市,3604
360483,庐山市,3604
3605,新余市,36
360502,渝水区,3605
360521,分宜县,3605
3606,鹰潭市,36
360602,月湖区,3606
360603,余江区,3606
360681,贵溪市,3606
3607,赣州市,36
360702,章贡区,3607
360703,南康区,3607
360704,赣县区,3607
360722,信丰县,3607
360723,大余县,3607
360724,上犹县,3607
360725,崇义县,3607
360726,安远县,3607
360727,龙南县,3607
360728,定南县,3607
360729,全南县,3607
360730,宁都县,3607
360731,于都县,3607
360732,兴国县,3607
360733,会昌县,3607
360734,寻乌县,3607
360735,石城县,3607
360781,瑞金市,3607
3608,吉安市,36
360802,吉州区,3608
360803,青原区,3608
360821,吉安县,3608
360822,吉水县,3608
360823,峡江县,3608
360824,新干县,3608
360825,永丰县,3608
360826,泰和县,3608
360827,遂川县,3608
360828,万安县,3608
360829,安福县,3608
360830,永新县,3608
360881,井冈山市,3608
3609,宜春市,36
360902,袁州区,3609
360921,奉新县,3609
360922,万载县,3609
360923,上高县,3609
360924,宜丰县,3609
360925,靖安县,3609
360926,铜鼓县,3609
360981,丰城市,3609
360982,樟树市,3609
360983,高安市,3609
3610,抚州市,36
361002,临川区,3610
361003,东乡区,3610
361021,南城县,3610
361022,黎川县,3610
361023,南丰县,3610
361024,崇仁县,3610
361025,乐安县,3610
361026,宜黄县,3610
361027,金溪县,3610
361028,资溪县,3610
361030,广昌县,3610
3611,上饶市,36
361102,信州区,3611
361103,广丰区,3611
361121,上饶县,3611
361123,玉山县,3611
361124,铅山县,3611
361125,横峰县,3611
361126,弋阳县,3611
361127,余干县,3611
361128,鄱阳县,3611
361129,万年县,3611
361130,婺源县,3611
361181,德兴市,3611
37,山东省, 
3701,济南市,37
370102,历下区,3701
370103,市中区,3701
370104,槐荫区,3701
370105,天桥区,3701
370112,历城区,3701
370113,长清区,3701
370114,章丘区,3701
370115,济阳区,3701
370124,平阴县,3701
370126,商河县,3701
3702,青岛市,37
370202,市南区,3702
370203,市北区,3702
370211,黄岛区,3702
370212,崂山区,3702
370213,李沧区,3702
370214,城阳区,3702
370215,即墨区,3702
370281,胶州市,3702
370283,平度市,3702
370285,莱西市,3702
3703,淄博市,37
370302,淄川区,3703
370303,张店区,3703
370304,博山区,3703
370305,临淄区,3703
370306,周村区,3703
370321,桓台县,3703
370322,高青县,3703
370323,沂源县,3703
3704,枣庄市,37
370402,市中区,3704
370403,薛城区,3704
370404,峄城区,3704
370405,台儿庄区,3704
370406,山亭区,3704
370481,滕州市,3704
3705,东营市,37
370502,东营区,3705
370503,河口区,3705
370505,垦利区,3705
370522,利津县,3705
370523,广饶县,3705
3706,烟台市,37
370602,芝罘区,3706
370611,福山区,3706
370612,牟平区,3706
370613,莱山区,3706
370634,长岛县,3706
370681,龙口市,3706
370682,莱阳市,3706
370683,莱州市,3706
370684,蓬莱市,3706
370685,招远市,3706
370686,栖霞市,3706
370687,海阳市,3706
3707,潍坊市,37
370702,潍城区,3707
370703,寒亭区,3707
370704,坊子区,3707
370705,奎文区,3707
370724,临朐县,3707
370725,昌乐县,3707
370781,青州市,3707
370782,诸城市,3707
370783,寿光市,3707
370784,安丘市,3707
370785,高密市,3707
370786,昌邑市,3707
3708,济宁市,37
370811,任城区,3708
370812,兖州区,3708
370826,微山县,3708
370827,鱼台县,3708
370828,金乡县,3708
370829,嘉祥县,3708
370830,汶上县,3708
370831,泗水县,3708
370832,梁山县,3708
370881,曲阜市,3708
370883,邹城市,3708
3709,泰安市,37
370902,泰山区,3709
370911,岱岳区,3709
370921,宁阳县,3709
370923,东平县,3709
370982,新泰市,3709
370983,肥城市,3709
3710,威海市,37
371002,环翠区,3710
371003,文登区,3710
371082,荣成市,3710
371083,乳山市,3710
3711,日照市,37
371102,东港区,3711
371103,岚山区,3711
371121,五莲县,3711
371122,莒县,3711
3712,莱芜市,37
371202,莱城区,3712
371203,钢城区,3712
3713,临沂市,37
371302,兰山区,3713
371311,罗庄区,3713
371312,河东区,3713
371321,沂南县,3713
371322,郯城县,3713
371323,沂水县,3713
371324,兰陵县,3713
371325,费县,3713
371326,平邑县,3713
371327,莒南县,3713
371328,蒙阴县,3713
371329,临沭县,3713
3714,德州市,37
371402,德城区,3714
371403,陵城区,3714
371422,宁津县,3714
371423,庆云县,3714
371424,临邑县,3714
371425,齐河县,3714
371426,平原县,3714
371427,夏津县,3714
371428,武城县,3714
371481,乐陵市,3714
371482,禹城市,3714
3715,聊城市,37
371502,东昌府区,3715
371521,阳谷县,3715
371522,莘县,3715
371523,茌平县,3715
371524,东阿县,3715
371525,冠县,3715
371526,高唐县,3715
371581,临清市,3715
3716,滨州市,37
371602,滨城区,3716
371603,沾化区,3716
371621,惠民县,3716
371622,阳信县,3716
371623,无棣县,3716
371625,博兴县,3716
371681,邹平市,3716
3717,菏泽市,37
371702,牡丹区,3717
371703,定陶区,3717
371721,曹县,3717
371722,单县,3717
371723,成武县,3717
371724,巨野县,3717
371725,郓城县,3717
371726,鄄城县,3717
371728,东明县,3717
41,河南省, 
4101,郑州市,41
410102,中原区,4101
410103,二七区,4101
410104,管城回族区,4101
410105,金水区,4101
410106,上街区,4101
410108,惠济区,4101
410122,中牟县,4101
410181,巩义市,4101
410182,荥阳市,4101
410183,新密市,4101
410184,新郑市,4101
410185,登封市,4101
4102,开封市,41
410202,龙亭区,4102
410203,顺河回族区,4102
410204,鼓楼区,4102
410205,禹王台区,4102
410212,祥符区,4102
410221,杞县,4102
410222,通许县,4102
410223,尉氏县,4102
410225,兰考县,4102
4103,洛阳市,41
410302,老城区,4103
410303,西工区,4103
410304,瀍河回族区,4103
410305,涧西区,4103
410306,吉利区,4103
410311,洛龙区,4103
410322,孟津县,4103
410323,新安县,4103
410324,栾川县,4103
410325,嵩县,4103
410326,汝阳县,4103
410327,宜阳县,4103
410328,洛宁县,4103
410329,伊川县,4103
410381,偃师市,4103
4104,平顶山市,41
410402,新华区,4104
410403,卫东区,4104
410404,石龙区,4104
410411,湛河区,4104
410421,宝丰县,4104
410422,叶县,4104
410423,鲁山县,4104
410425,郏县,4104
410481,舞钢市,4104
410482,汝州市,4104
4105,安阳市,41
410502,文峰区,4105
410503,北关区,4105
410505,殷都区,4105
410506,龙安区,4105
410522,安阳县,4105
410523,汤阴县,4105
410526,滑县,4105
410527,内黄县,4105
410581,林州市,4105
4106,鹤壁市,41
410602,鹤山区,4106
410603,山城区,4106
410611,淇滨区,4106
410621,浚县,4106
410622,淇县,4106
4107,新乡市,41
410702,红旗区,4107
410703,卫滨区,4107
410704,凤泉区,4107
410711,牧野区,4107
410721,新乡县,4107
410724,获嘉县,4107
410725,原阳县,4107
410726,延津县,4107
410727,封丘县,4107
410728,长垣县,4107
410781,卫辉市,4107
410782,辉县市,4107
4108,焦作市,41
410802,解放区,4108
410803,中站区,4108
410804,马村区,4108
410811,山阳区,4108
410821,修武县,4108
410822,博爱县,4108
410823,武陟县,4108
410825,温县,4108
410882,沁阳市,4108
410883,孟州市,4108
4109,濮阳市,41
410902,华龙区,4109
410922,清丰县,4109
410923,南乐县,4109
410926,范县,4109
410927,台前县,4109
410928,濮阳县,4109
4110,许昌市,41
411002,魏都区,4110
411003,建安区,4110
411024,鄢陵县,4110
411025,襄城县,4110
411081,禹州市,4110
411082,长葛市,4110
4111,漯河市,41
411102,源汇区,4111
411103,郾城区,4111
411104,召陵区,4111
411121,舞阳县,4111
411122,临颍县,4111
4112,三门峡市,41
411202,湖滨区,4112
411203,陕州区,4112
411221,渑池县,4112
411224,卢氏县,4112
411281,义马市,4112
411282,灵宝市,4112
4113,南阳市,41
411302,宛城区,4113
411303,卧龙区,4113
411321,南召县,4113
411322,方城县,4113
411323,西峡县,4113
411324,镇平县,4113
411325,内乡县,4113
411326,淅川县,4113
411327,社旗县,4113
411328,唐河县,4113
411329,新野县,4113
411330,桐柏县,4113
411381,邓州市,4113
4114,商丘市,41
411402,梁园区,4114
411403,睢阳区,4114
411421,民权县,4114
411422,睢县,4114
411423,宁陵县,4114
411424,柘城县,4114
411425,虞城县,4114
411426,夏邑县,4114
411481,永城市,4114
4115,信阳市,41
411502,浉河区,4115
411503,平桥区,4115
411521,罗山县,4115
411522,光山县,4115
411523,新县,4115
411524,商城县,4115
411525,固始县,4115
411526,潢川县,4115
411527,淮滨县,4115
411528,息县,4115
4116,周口市,41
411602,川汇区,4116
411621,扶沟县,4116
411622,西华县,4116
411623,商水县,4116
411624,沈丘县,4116
411625,郸城县,4116
411626,淮阳县,4116
411627,太康县,4116
411628,鹿邑县,4116
411681,项城市,4116
4117,驻马店市,41
411702,驿城区,4117
411721,西平县,4117
411722,上蔡县,4117
411723,平舆县,4117
411724,正阳县,4117
411725,确山县,4117
411726,泌阳县,4117
411727,汝南县,4117
411728,遂平县,4117
411729,新蔡县,4117
419001,济源市,41
42,湖北省, 
4201,武汉市,42
420102,江岸区,4201
420103,江汉区,4201
420104,硚口区,4201
420105,汉阳区,4201
420106,武昌区,4201
420107,青山区,4201
420111,洪山区,4201
420112,东西湖区,4201
420113,汉南区,4201
420114,蔡甸区,4201
420115,江夏区,4201
420116,黄陂区,4201
420117,新洲区,4201
4202,黄石市,42
420202,黄石港区,4202
420203,西塞山区,4202
420204,下陆区,4202
420205,铁山区,4202
420222,阳新县,4202
420281,大冶市,4202
4203,十堰市,42
420302,茅箭区,4203
420303,张湾区,4203
420304,郧阳区,4203
420322,郧西县,4203
420323,竹山县,4203
420324,竹溪县,4203
420325,房县,4203
420381,丹江口市,4203
4205,宜昌市,42
420502,西陵区,4205
420503,伍家岗区,4205
420504,点军区,4205
420505,猇亭区,4205
420506,夷陵区,4205
420525,远安县,4205
420526,兴山县,4205
420527,秭归县,4205
420528,长阳土家族自治县,4205
420529,五峰土家族自治县,4205
420581,宜都市,4205
420582,当阳市,4205
420583,枝江市,4205
4206,襄阳市,42
420602,襄城区,4206
420606,樊城区,4206
420607,襄州区,4206
420624,南漳县,4206
420625,谷城县,4206
420626,保康县,4206
420682,老河口市,4206
420683,枣阳市,4206
420684,宜城市,4206
4207,鄂州市,42
420702,梁子湖区,4207
420703,华容区,4207
420704,鄂城区,4207
4208,荆门市,42
420802,东宝区,4208
420804,掇刀区,4208
420822,沙洋县,4208
420881,钟祥市,4208
420882,京山市,4208
4209,孝感市,42
420902,孝南区,4209
420921,孝昌县,4209
420922,大悟县,4209
420923,云梦县,4209
420981,应城市,4209
420982,安陆市,4209
420984,汉川市,4209
4210,荆州市,42
421002,沙市区,4210
421003,荆州区,4210
421022,公安县,4210
421023,监利县,4210
421024,江陵县,4210
421081,石首市,4210
421083,洪湖市,4210
421087,松滋市,4210
4211,黄冈市,42
421102,黄州区,4211
421121,团风县,4211
421122,红安县,4211
421123,罗田县,4211
421124,英山县,4211
421125,浠水县,4211
421126,蕲春县,4211
421127,黄梅县,4211
421181,麻城市,4211
421182,武穴市,4211
4212,咸宁市,42
421202,咸安区,4212
421221,嘉鱼县,4212
421222,通城县,4212
421223,崇阳县,4212
421224,通山县,4212
421281,赤壁市,4212
4213,随州市,42
421303,曾都区,4213
421321,随县,4213
421381,广水市,4213
4228,恩施土家族苗族自治州,42
422801,恩施市,4228
422802,利川市,4228
422822,建始县,4228
422823,巴东县,4228
422825,宣恩县,4228
422826,咸丰县,4228
422827,来凤县,4228
422828,鹤峰县,4228
429004,仙桃市,42
429005,潜江市,42
429006,天门市,42
429021,神农架林区,42
43,湖南省, 
4301,长沙市,43
430102,芙蓉区,4301
430103,天心区,4301
430104,岳麓区,4301
430105,开福区,4301
430111,雨花区,4301
430112,望城区,4301
430121,长沙县,4301
430181,浏阳市,4301
430182,宁乡市,4301
4302,株洲市,43
430202,荷塘区,4302
430203,芦淞区,4302
430204,石峰区,4302
430211,天元区,4302
430212,渌口区,4302
430223,攸县,4302
430224,茶陵县,4302
430225,炎陵县,4302
430281,醴陵市,4302
4303,湘潭市,43
430302,雨湖区,4303
430304,岳塘区,4303
430321,湘潭县,4303
430381,湘乡市,4303
430382,韶山市,4303
4304,衡阳市,43
430405,珠晖区,4304
430406,雁峰区,4304
430407,石鼓区,4304
430408,蒸湘区,4304
430412,南岳区,4304
430421,衡阳县,4304
430422,衡南县,4304
430423,衡山县,4304
430424,衡东县,4304
430426,祁东县,4304
430481,耒阳市,4304
430482,常宁市,4304
4305,邵阳市,43
430502,双清区,4305
430503,大祥区,4305
430511,北塔区,4305
430521,邵东县,4305
430522,新邵县,4305
430523,邵阳县,4305
430524,隆回县,4305
430525,洞口县,4305
430527,绥宁县,4305
430528,新宁县,4305
430529,城步苗族自治县,4305
430581,武冈市,4305
4306,岳阳市,43
430602,岳阳楼区,4306
430603,云溪区,4306
430611,君山区,4306
430621,岳阳县,4306
430623,华容县,4306
430624,湘阴县,4306
430626,平江县,4306
430681,汨罗市,4306
430682,临湘市,4306
4307,常德市,43
430702,武陵区,4307
430703,鼎城区,4307
430721,安乡县,4307
430722,汉寿县,4307
430723,澧县,4307
430724,临澧县,4307
430725,桃源县,4307
430726,石门县,4307
430781,津市市,4307
4308,张家界市,43
430802,永定区,4308
430811,武陵源区,4308
430821,慈利县,4308
430822,桑植县,4308
4309,益阳市,43
430902,资阳区,4309
430903,赫山区,4309
430921,南县,4309
430922,桃江县,4309
430923,安化县,4309
430981,沅江市,4309
4310,郴州市,43
431002,北湖区,4310
431003,苏仙区,4310
431021,桂阳县,4310
431022,宜章县,4310
431023,永兴县,4310
431024,嘉禾县,4310
431025,临武县,4310
431026,汝城县,4310
431027,桂东县,4310
431028,安仁县,4310
431081,资兴市,4310
4311,永州市,43
431102,零陵区,4311
431103,冷水滩区,4311
431121,祁阳县,4311
431122,东安县,4311
431123,双牌县,4311
431124,道县,4311
431125,江永县,4311
431126,宁远县,4311
431127,蓝山县,4311
431128,新田县,4311
431129,江华瑶族自治县,4311
4312,怀化市,43
431202,鹤城区,4312
431221,中方县,4312
431222,沅陵县,4312
431223,辰溪县,4312
431224,溆浦县,4312
431225,会同县,4312
431226,麻阳苗族自治县,4312
431227,新晃侗族自治县,4312
431228,芷江侗族自治县,4312
431229,靖州苗族侗族自治县,4312
431230,通道侗族自治县,4312
431281,洪江市,4312
4313,娄底市,43
431302,娄星区,4313
431321,双峰县,4313
431322,新化县,4313
431381,冷水江市,4313
431382,涟源市,4313
4331,湘西土家族苗族自治州,43
433101,吉首市,4331
433122,泸溪县,4331
433123,凤凰县,4331
433124,花垣县,4331
433125,保靖县,4331
433126,古丈县,4331
433127,永顺县,4331
433130,龙山县,4331
44,广东省, 
4401,广州市,44
440103,荔湾区,4401
440104,越秀区,4401
440105,海珠区,4401
440106,天河区,4401
440111,白云区,4401
440112,黄埔区,4401
440113,番禺区,4401
440114,花都区,4401
440115,南沙区,4401
440117,从化区,4401
440118,增城区,4401
4402,韶关市,44
440203,武江区,4402
440204,浈江区,4402
440205,曲江区,4402
440222,始兴县,4402
440224,仁化县,4402
440229,翁源县,4402
440232,乳源瑶族自治县,4402
440233,新丰县,4402
440281,乐昌市,4402
440282,南雄市,4402
4403,深圳市,44
440303,罗湖区,4403
440304,福田区,4403
440305,南山区,4403
440306,宝安区,4403
440307,龙岗区,4403
440308,盐田区,4403
440309,龙华区,4403
440310,坪山区,4403
440311,光明区,4403
4404,珠海市,44
440402,香洲区,4404
440403,斗门区,4404
440404,金湾区,4404
4405,汕头市,44
440507,龙湖区,4405
440511,金平区,4405
440512,濠江区,4405
440513,潮阳区,4405
440514,潮南区,4405
440515,澄海区,4405
440523,南澳县,4405
4406,佛山市,44
440604,禅城区,4406
440605,南海区,4406
440606,顺德区,4406
440607,三水区,4406
440608,高明区,4406
4407,江门市,44
440703,蓬江区,4407
440704,江海区,4407
440705,新会区,4407
440781,台山市,4407
440783,开平市,4407
440784,鹤山市,4407
440785,恩平市,4407
4408,湛江市,44
440802,赤坎区,4408
440803,霞山区,4408
440804,坡头区,4408
440811,麻章区,4408
440823,遂溪县,4408
440825,徐闻县,4408
440881,廉江市,4408
440882,雷州市,4408
440883,吴川市,4408
4409,茂名市,44
440902,茂南区,4409
440904,电白区,4409
440981,高州市,4409
440982,化州市,4409
440983,信宜市,4409
4412,肇庆市,44
441202,端州区,4412
441203,鼎湖区,4412
441204,高要区,4412
441223,广宁县,4412
441224,怀集县,4412
441225,封开县,4412
441226,德庆县,4412
441284,四会市,4412
4413,惠州市,44
441302,惠城区,4413
441303,惠阳区,4413
441322,博罗县,4413
441323,惠东县,4413
441324,龙门县,4413
4414,梅州市,44
441402,梅江区,4414
441403,梅县区,4414
441422,大埔县,4414
441423,丰顺县,4414
441424,五华县,4414
441426,平远县,4414
441427,蕉岭县,4414
441481,兴宁市,4414
4415,汕尾市,44
441502,城区,4415
441521,海丰县,4415
441523,陆河县,4415
441581,陆丰市,4415
4416,河源市,44
441602,源城区,4416
441621,紫金县,4416
441622,龙川县,4416
441623,连平县,4416
441624,和平县,4416
441625,东源县,4416
4417,阳江市,44
441702,江城区,4417
441704,阳东区,4417
441721,阳西县,4417
441781,阳春市,4417
4418,清远市,44
441802,清城区,4418
441803,清新区,4418
441821,佛冈县,4418
441823,阳山县,4418
441825,连山壮族瑶族自治县,4418
441826,连南瑶族自治县,4418
441881,英德市,4418
441882,连州市,4418
4419,东莞市,44
4420,中山市,44
4451,潮州市,44
445102,湘桥区,4451
445103,潮安区,4451
445122,饶平县,4451
4452,揭阳市,44
445202,榕城区,4452
445203,揭东区,4452
445222,揭西县,4452
445224,惠来县,4452
445281,普宁市,4452
4453,云浮市,44
445302,云城区,4453
445303,云安区,4453
445321,新兴县,4453
445322,郁南县,4453
445381,罗定市,4453
45,广西壮族自治区, 
4501,南宁市,45
450102,兴宁区,4501
450103,青秀区,4501
450105,江南区,4501
450107,西乡塘区,4501
450108,良庆区,4501
450109,邕宁区,4501
450110,武鸣区,4501
450123,隆安县,4501
450124,马山县,4501
450125,上林县,4501
450126,宾阳县,4501
450127,横县,4501
4502,柳州市,45
450202,城中区,4502
450203,鱼峰区,4502
450204,柳南区,4502
450205,柳北区,4502
450206,柳江区,4502
450222,柳城县,4502
450223,鹿寨县,4502
450224,融安县,4502
450225,融水苗族自治县,4502
450226,三江侗族自治县,4502
4503,桂林市,45
450302,秀峰区,4503
450303,叠彩区,4503
450304,象山区,4503
450305,七星区,4503
450311,雁山区,4503
450312,临桂区,4503
450321,阳朔县,4503
450323,灵川县,4503
450324,全州县,4503
450325,兴安县,4503
450326,永福县,4503
450327,灌阳县,4503
450328,龙胜各族自治县,4503
450329,资源县,4503
450330,平乐县,4503
450332,恭城瑶族自治县,4503
450381,荔浦市,4503
4504,梧州市,45
450403,万秀区,4504
450405,长洲区,4504
450406,龙圩区,4504
450421,苍梧县,4504
450422,藤县,4504
450423,蒙山县,4504
450481,岑溪市,4504
4505,北海市,45
450502,海城区,4505
450503,银海区,4505
450512,铁山港区,4505
450521,合浦县,4505
4506,防城港市,45
450602,港口区,4506
450603,防城区,4506
450621,上思县,4506
450681,东兴市,4506
4507,钦州市,45
450702,钦南区,4507
450703,钦北区,4507
450721,灵山县,4507
450722,浦北县,4507
4508,贵港市,45
450802,港北区,4508
450803,港南区,4508
450804,覃塘区,4508
450821,平南县,4508
450881,桂平市,4508
4509,玉林市,45
450902,玉州区,4509
450903,福绵区,4509
450921,容县,4509
450922,陆川县,4509
450923,博白县,4509
450924,兴业县,4509
450981,北流市,4509
4510,百色市,45
451002,右江区,4510
451021,田阳县,4510
451022,田东县,4510
451023,平果县,4510
451024,德保县,4510
451026,那坡县,4510
451027,凌云县,4510
451028,乐业县,4510
451029,田林县,4510
451030,西林县,4510
